table_no,no,kabupaten,metric,value
75,13.0,KAB. PROBOLINGGO,col_2,33
75,13.0,KAB. PROBOLINGGO,jumlah_kasus_l,839.0
75,13.0,KAB. PROBOLINGGO,jumlah_kasus_p,828.0
75,13.0,KAB. PROBOLINGGO,jumlah_kasus_l+p,1667
75,13.0,KAB. PROBOLINGGO,meninggal_l,5.0
75,13.0,KAB. PROBOLINGGO,meninggal_p,6.0
75,13.0,KAB. PROBOLINGGO,meninggal_l+p,11
75,13.0,KAB. PROBOLINGGO,cfr_l,0.5959475566
75,13.0,KAB. PROBOLINGGO,cfr_p,0.7246376812
75,13.0,KAB. PROBOLINGGO,cfr_l+p,0.6598680264
75,14.0,KAB. PASURUAN,col_2,33
75,14.0,KAB. PASURUAN,jumlah_kasus_l,801.0
75,14.0,KAB. PASURUAN,jumlah_kasus_p,869.0
75,14.0,KAB. PASURUAN,jumlah_kasus_l+p,1670
75,14.0,KAB. PASURUAN,meninggal_l,4.0
75,14.0,KAB. PASURUAN,meninggal_p,3.0
75,14.0,KAB. PASURUAN,meninggal_l+p,7
75,14.0,KAB. PASURUAN,cfr_l,0.4993757803
75,14.0,KAB. PASURUAN,cfr_p,0.3452243959
75,14.0,KAB. PASURUAN,cfr_l+p,0.4191616766
75,15.0,KAB. SIDOARJO,col_2,31
75,15.0,KAB. SIDOARJO,jumlah_kasus_l,226.0
75,15.0,KAB. SIDOARJO,jumlah_kasus_p,189.0
75,15.0,KAB. SIDOARJO,jumlah_kasus_l+p,415
75,15.0,KAB. SIDOARJO,meninggal_l,1.0
75,15.0,KAB. SIDOARJO,meninggal_p,1.0
75,15.0,KAB. SIDOARJO,meninggal_l+p,2
75,15.0,KAB. SIDOARJO,cfr_l,0.4424778761
75,15.0,KAB. SIDOARJO,cfr_p,0.5291005291
75,15.0,KAB. SIDOARJO,cfr_l+p,0.4819277108
75,16.0,KAB. MOJOKERTO,col_2,27
75,16.0,KAB. MOJOKERTO,jumlah_kasus_l,211.0
75,16.0,KAB. MOJOKERTO,jumlah_kasus_p,133.0
75,16.0,KAB. MOJOKERTO,jumlah_kasus_l+p,344
75,16.0,KAB. MOJOKERTO,meninggal_l,0.0
75,16.0,KAB. MOJOKERTO,meninggal_p,0.0
75,16.0,KAB. MOJOKERTO,meninggal_l+p,0
75,16.0,KAB. MOJOKERTO,cfr_l,0
75,16.0,KAB. MOJOKERTO,cfr_p,0
75,16.0,KAB. MOJOKERTO,cfr_l+p,0
75,17.0,KAB. JOMBANG,col_2,34
75,17.0,KAB. JOMBANG,jumlah_kasus_l,1026.0
75,17.0,KAB. JOMBANG,jumlah_kasus_p,978.0
75,17.0,KAB. JOMBANG,jumlah_kasus_l+p,2004
75,17.0,KAB. JOMBANG,meninggal_l,5.0
75,17.0,KAB. JOMBANG,meninggal_p,2.0
75,17.0,KAB. JOMBANG,meninggal_l+p,7
75,17.0,KAB. JOMBANG,cfr_l,0.4873294347
75,17.0,KAB. JOMBANG,cfr_p,0.2044989775
75,17.0,KAB. JOMBANG,cfr_l+p,0.3493013972
75,18.0,KAB. NGANJUK,col_2,20
75,18.0,KAB. NGANJUK,jumlah_kasus_l,384.0
75,18.0,KAB. NGANJUK,jumlah_kasus_p,378.0
75,18.0,KAB. NGANJUK,jumlah_kasus_l+p,762
75,18.0,KAB. NGANJUK,meninggal_l,1.0
75,18.0,KAB. NGANJUK,meninggal_p,4.0
75,18.0,KAB. NGANJUK,meninggal_l+p,5
75,18.0,KAB. NGANJUK,cfr_l,0.2604166667
75,18.0,KAB. NGANJUK,cfr_p,1.058201058
75,18.0,KAB. NGANJUK,cfr_l+p,0.656167979
75,19.0,KAB. MADIUN,col_2,26
75,19.0,KAB. MADIUN,jumlah_kasus_l,422.0
75,19.0,KAB. MADIUN,jumlah_kasus_p,368.0
75,19.0,KAB. MADIUN,jumlah_kasus_l+p,790
75,19.0,KAB. MADIUN,meninggal_l,0.0
75,19.0,KAB. MADIUN,meninggal_p,0.0
75,19.0,KAB. MADIUN,meninggal_l+p,0
75,19.0,KAB. MADIUN,cfr_l,0
75,19.0,KAB. MADIUN,cfr_p,0
75,19.0,KAB. MADIUN,cfr_l+p,0
75,20.0,KAB. MAGETAN,col_2,22
75,20.0,KAB. MAGETAN,jumlah_kasus_l,142.0
75,20.0,KAB. MAGETAN,jumlah_kasus_p,105.0
75,20.0,KAB. MAGETAN,jumlah_kasus_l+p,247
75,20.0,KAB. MAGETAN,meninggal_l,2.0
75,20.0,KAB. MAGETAN,meninggal_p,2.0
75,20.0,KAB. MAGETAN,meninggal_l+p,4
75,20.0,KAB. MAGETAN,cfr_l,1.408450704
75,20.0,KAB. MAGETAN,cfr_p,1.904761905
75,20.0,KAB. MAGETAN,cfr_l+p,1.619433198
75,21.0,KAB. NGAWI,col_2,24
75,21.0,KAB. NGAWI,jumlah_kasus_l,155.0
75,21.0,KAB. NGAWI,jumlah_kasus_p,134.0
75,21.0,KAB. NGAWI,jumlah_kasus_l+p,289
75,21.0,KAB. NGAWI,meninggal_l,2.0
75,21.0,KAB. NGAWI,meninggal_p,0.0
75,21.0,KAB. NGAWI,meninggal_l+p,2
75,21.0,KAB. NGAWI,cfr_l,1.290322581
75,21.0,KAB. NGAWI,cfr_p,0
75,21.0,KAB. NGAWI,cfr_l+p,0.6920415225
75,22.0,KAB. BOJONEGORO,col_2,35
75,22.0,KAB. BOJONEGORO,jumlah_kasus_l,199.0
75,22.0,KAB. BOJONEGORO,jumlah_kasus_p,165.0
75,22.0,KAB. BOJONEGORO,jumlah_kasus_l+p,364
75,22.0,KAB. BOJONEGORO,meninggal_l,2.0
75,22.0,KAB. BOJONEGORO,meninggal_p,1.0
75,22.0,KAB. BOJONEGORO,meninggal_l+p,3
75,22.0,KAB. BOJONEGORO,cfr_l,1.005025126
75,22.0,KAB. BOJONEGORO,cfr_p,0.6060606061
75,22.0,KAB. BOJONEGORO,cfr_l+p,0.8241758242
75,23.0,KAB. TUBAN,col_2,33
75,23.0,KAB. TUBAN,jumlah_kasus_l,439.0
75,23.0,KAB. TUBAN,jumlah_kasus_p,427.0
75,23.0,KAB. TUBAN,jumlah_kasus_l+p,866
75,23.0,KAB. TUBAN,meninggal_l,3.0
75,23.0,KAB. TUBAN,meninggal_p,9.0
75,23.0,KAB. TUBAN,meninggal_l+p,12
75,23.0,KAB. TUBAN,cfr_l,0.6833712984
75,23.0,KAB. TUBAN,cfr_p,2.107728337
75,23.0,KAB. TUBAN,cfr_l+p,1.385681293
75,24.0,KAB. LAMONGAN,col_2,32
75,24.0,KAB. LAMONGAN,jumlah_kasus_l,186.0
75,24.0,KAB. LAMONGAN,jumlah_kasus_p,198.0
75,24.0,KAB. LAMONGAN,jumlah_kasus_l+p,384
75,24.0,KAB. LAMONGAN,meninggal_l,0.0
75,24.0,KAB. LAMONGAN,meninggal_p,3.0
75,24.0,KAB. LAMONGAN,meninggal_l+p,3
75,24.0,KAB. LAMONGAN,cfr_l,0
75,24.0,KAB. LAMONGAN,cfr_p,1.515151515
75,24.0,KAB. LAMONGAN,cfr_l+p,0.78125
75,25.0,KAB. GRESIK,col_2,32
75,25.0,KAB. GRESIK,jumlah_kasus_l,266.0
75,25.0,KAB. GRESIK,jumlah_kasus_p,242.0
75,25.0,KAB. GRESIK,jumlah_kasus_l+p,508
75,25.0,KAB. GRESIK,meninggal_l,1.0
75,25.0,KAB. GRESIK,meninggal_p,2.0
75,25.0,KAB. GRESIK,meninggal_l+p,3
75,25.0,KAB. GRESIK,cfr_l,0.3759398496
75,25.0,KAB. GRESIK,cfr_p,0.826446281
75,25.0,KAB. GRESIK,cfr_l+p,0.5905511811
75,26.0,KAB. BANGKALAN,col_2,22
75,26.0,KAB. BANGKALAN,jumlah_kasus_l,89.0
75,26.0,KAB. BANGKALAN,jumlah_kasus_p,102.0
75,26.0,KAB. BANGKALAN,jumlah_kasus_l+p,191
75,26.0,KAB. BANGKALAN,meninggal_l,0.0
75,26.0,KAB. BANGKALAN,meninggal_p,0.0
75,26.0,KAB. BANGKALAN,meninggal_l+p,0
75,26.0,KAB. BANGKALAN,cfr_l,0
75,26.0,KAB. BANGKALAN,cfr_p,0
75,26.0,KAB. BANGKALAN,cfr_l+p,0
75,27.0,KAB. SAMPANG,col_2,22
75,27.0,KAB. SAMPANG,jumlah_kasus_l,273.0
75,27.0,KAB. SAMPANG,jumlah_kasus_p,267.0
75,27.0,KAB. SAMPANG,jumlah_kasus_l+p,540
75,27.0,KAB. SAMPANG,meninggal_l,0.0
75,27.0,KAB. SAMPANG,meninggal_p,0.0
75,27.0,KAB. SAMPANG,meninggal_l+p,0
75,27.0,KAB. SAMPANG,cfr_l,0
75,27.0,KAB. SAMPANG,cfr_p,0
75,27.0,KAB. SAMPANG,cfr_l+p,0
75,28.0,KAB. PAMEKASAN,col_2,21
75,28.0,KAB. PAMEKASAN,jumlah_kasus_l,437.0
75,28.0,KAB. PAMEKASAN,jumlah_kasus_p,352.0
75,28.0,KAB. PAMEKASAN,jumlah_kasus_l+p,789
75,28.0,KAB. PAMEKASAN,meninggal_l,2.0
75,28.0,KAB. PAMEKASAN,meninggal_p,3.0
75,28.0,KAB. PAMEKASAN,meninggal_l+p,5
75,28.0,KAB. PAMEKASAN,cfr_l,0.4576659039
75,28.0,KAB. PAMEKASAN,cfr_p,0.8522727273
75,28.0,KAB. PAMEKASAN,cfr_l+p,0.6337135615
75,29.0,KAB. SUMENEP,col_2,31
75,29.0,KAB. SUMENEP,jumlah_kasus_l,671.0
75,29.0,KAB. SUMENEP,jumlah_kasus_p,557.0
75,29.0,KAB. SUMENEP,jumlah_kasus_l+p,1228
75,29.0,KAB. SUMENEP,meninggal_l,8.0
75,29.0,KAB. SUMENEP,meninggal_p,3.0
75,29.0,KAB. SUMENEP,meninggal_l+p,11
75,29.0,KAB. SUMENEP,cfr_l,1.192250373
75,29.0,KAB. SUMENEP,cfr_p,0.5385996409
75,29.0,KAB. SUMENEP,cfr_l+p,0.8957654723
75,30.0,KOTA KEDIRI,col_2,9
75,30.0,KOTA KEDIRI,jumlah_kasus_l,82.0
75,30.0,KOTA KEDIRI,jumlah_kasus_p,77.0
75,30.0,KOTA KEDIRI,jumlah_kasus_l+p,159
75,30.0,KOTA KEDIRI,meninggal_l,0.0
75,30.0,KOTA KEDIRI,meninggal_p,0.0
75,30.0,KOTA KEDIRI,meninggal_l+p,0
75,30.0,KOTA KEDIRI,cfr_l,0
75,30.0,KOTA KEDIRI,cfr_p,0
75,30.0,KOTA KEDIRI,cfr_l+p,0
75,31.0,KOTA BLITAR,col_2,3
75,31.0,KOTA BLITAR,jumlah_kasus_l,30.0
75,31.0,KOTA BLITAR,jumlah_kasus_p,19.0
75,31.0,KOTA BLITAR,jumlah_kasus_l+p,49
75,31.0,KOTA BLITAR,meninggal_l,1.0
75,31.0,KOTA BLITAR,meninggal_p,0.0
75,31.0,KOTA BLITAR,meninggal_l+p,1
75,31.0,KOTA BLITAR,cfr_l,3.333333333
75,31.0,KOTA BLITAR,cfr_p,0
75,31.0,KOTA BLITAR,cfr_l+p,2.040816327
75,32.0,KOTA MALANG,col_2,16
75,32.0,KOTA MALANG,jumlah_kasus_l,409.0
75,32.0,KOTA MALANG,jumlah_kasus_p,346.0
75,32.0,KOTA MALANG,jumlah_kasus_l+p,755
75,32.0,KOTA MALANG,meninggal_l,3.0
75,32.0,KOTA MALANG,meninggal_p,3.0
75,32.0,KOTA MALANG,meninggal_l+p,6
75,32.0,KOTA MALANG,cfr_l,0.7334963325
75,32.0,KOTA MALANG,cfr_p,0.8670520231
75,32.0,KOTA MALANG,cfr_l+p,0.7947019868
75,33.0,KOTA PROBOLINGGO,col_2,6
75,33.0,KOTA PROBOLINGGO,jumlah_kasus_l,187.0
75,33.0,KOTA PROBOLINGGO,jumlah_kasus_p,139.0
75,33.0,KOTA PROBOLINGGO,jumlah_kasus_l+p,326
75,33.0,KOTA PROBOLINGGO,meninggal_l,4.0
75,33.0,KOTA PROBOLINGGO,meninggal_p,0.0
75,33.0,KOTA PROBOLINGGO,meninggal_l+p,4
75,33.0,KOTA PROBOLINGGO,cfr_l,2.139037433
75,33.0,KOTA PROBOLINGGO,cfr_p,0
75,33.0,KOTA PROBOLINGGO,cfr_l+p,1.226993865
75,34.0,KOTA PASURUAN,col_2,8
75,34.0,KOTA PASURUAN,jumlah_kasus_l,249.0
75,34.0,KOTA PASURUAN,jumlah_kasus_p,248.0
75,34.0,KOTA PASURUAN,jumlah_kasus_l+p,497
75,34.0,KOTA PASURUAN,meninggal_l,0.0
75,34.0,KOTA PASURUAN,meninggal_p,1.0
75,34.0,KOTA PASURUAN,meninggal_l+p,1
75,34.0,KOTA PASURUAN,cfr_l,0
75,34.0,KOTA PASURUAN,cfr_p,0.4032258065
75,34.0,KOTA PASURUAN,cfr_l+p,0.2012072435
75,35.0,KOTA MOJOKERTO,col_2,6
75,35.0,KOTA MOJOKERTO,jumlah_kasus_l,6.0
75,35.0,KOTA MOJOKERTO,jumlah_kasus_p,5.0
75,35.0,KOTA MOJOKERTO,jumlah_kasus_l+p,11
75,35.0,KOTA MOJOKERTO,meninggal_l,0.0
75,35.0,KOTA MOJOKERTO,meninggal_p,0.0
75,35.0,KOTA MOJOKERTO,meninggal_l+p,0
75,35.0,KOTA MOJOKERTO,cfr_l,0
75,35.0,KOTA MOJOKERTO,cfr_p,0
75,35.0,KOTA MOJOKERTO,cfr_l+p,0
75,36.0,KOTA MADIUN,col_2,6
75,36.0,KOTA MADIUN,jumlah_kasus_l,87.0
75,36.0,KOTA MADIUN,jumlah_kasus_p,73.0
75,36.0,KOTA MADIUN,jumlah_kasus_l+p,160
75,36.0,KOTA MADIUN,meninggal_l,0.0
75,36.0,KOTA MADIUN,meninggal_p,1.0
75,36.0,KOTA MADIUN,meninggal_l+p,1
75,36.0,KOTA MADIUN,cfr_l,0
75,36.0,KOTA MADIUN,cfr_p,1.369863014
75,36.0,KOTA MADIUN,cfr_l+p,0.625
75,37.0,KOTA SURABAYA,col_2,63
75,37.0,KOTA SURABAYA,jumlah_kasus_l,138.0
75,37.0,KOTA SURABAYA,jumlah_kasus_p,84.0
75,37.0,KOTA SURABAYA,jumlah_kasus_l+p,222
75,37.0,KOTA SURABAYA,meninggal_l,0.0
75,37.0,KOTA SURABAYA,meninggal_p,1.0
75,37.0,KOTA SURABAYA,meninggal_l+p,1
75,37.0,KOTA SURABAYA,cfr_l,0
75,37.0,KOTA SURABAYA,cfr_p,1.19047619
75,37.0,KOTA SURABAYA,cfr_l+p,0.4504504505
75,38.0,KOTA BATU,col_2,5
75,38.0,KOTA BATU,jumlah_kasus_l,78.0
75,38.0,KOTA BATU,jumlah_kasus_p,86.0
75,38.0,KOTA BATU,jumlah_kasus_l+p,164
75,38.0,KOTA BATU,meninggal_l,0.0
75,38.0,KOTA BATU,meninggal_p,1.0
75,38.0,KOTA BATU,meninggal_l+p,1
75,38.0,KOTA BATU,cfr_l,0
75,38.0,KOTA BATU,cfr_p,1.162790698
75,38.0,KOTA BATU,cfr_l+p,0.6097560976
76,1.0,KAB. PACITAN,col_2,24
76,1.0,KAB. PACITAN,col_3,589034.0
76,1.0,KAB. PACITAN,suspek,194.0
76,1.0,KAB. PACITAN,konfirmasi_laboratorium_mikroskopis,8.0
76,1.0,KAB. PACITAN,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,186.0
76,1.0,KAB. PACITAN,konfirmasi_laboratorium_total,194
76,1.0,KAB. PACITAN,konfirmasi_laboratorium_total,100
76,1.0,KAB. PACITAN,positif_l,9.0
76,1.0,KAB. PACITAN,positif_p,1.0
76,1.0,KAB. PACITAN,positif_l+p,10
76,1.0,KAB. PACITAN,pengobatan_standar_l+p,10.0
76,1.0,KAB. PACITAN,pengobatan_standar_l+p,100
76,1.0,KAB. PACITAN,meninggal_l,0.0
76,1.0,KAB. PACITAN,meninggal_p,0.0
76,1.0,KAB. PACITAN,meninggal_l+p,0
76,2.0,KAB. PONOROGO,col_2,32
76,2.0,KAB. PONOROGO,col_3,966111.0
76,2.0,KAB. PONOROGO,suspek,53.0
76,2.0,KAB. PONOROGO,konfirmasi_laboratorium_mikroskopis,17.0
76,2.0,KAB. PONOROGO,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,36.0
76,2.0,KAB. PONOROGO,konfirmasi_laboratorium_total,53
76,2.0,KAB. PONOROGO,konfirmasi_laboratorium_total,100
76,2.0,KAB. PONOROGO,positif_l,10.0
76,2.0,KAB. PONOROGO,positif_p,1.0
76,2.0,KAB. PONOROGO,positif_l+p,11
76,2.0,KAB. PONOROGO,pengobatan_standar_l+p,11.0
76,2.0,KAB. PONOROGO,pengobatan_standar_l+p,100
76,2.0,KAB. PONOROGO,meninggal_l,0.0
76,2.0,KAB. PONOROGO,meninggal_p,0.0
76,2.0,KAB. PONOROGO,meninggal_l+p,0
76,3.0,KAB. TRENGGALEK,col_2,22
76,3.0,KAB. TRENGGALEK,col_3,747614.0
76,3.0,KAB. TRENGGALEK,suspek,352.0
76,3.0,KAB. TRENGGALEK,konfirmasi_laboratorium_mikroskopis,215.0
76,3.0,KAB. TRENGGALEK,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,137.0
76,3.0,KAB. TRENGGALEK,konfirmasi_laboratorium_total,352
76,3.0,KAB. TRENGGALEK,konfirmasi_laboratorium_total,100
76,3.0,KAB. TRENGGALEK,positif_l,60.0
76,3.0,KAB. TRENGGALEK,positif_p,6.0
76,3.0,KAB. TRENGGALEK,positif_l+p,66
76,3.0,KAB. TRENGGALEK,pengobatan_standar_l+p,63.0
76,3.0,KAB. TRENGGALEK,pengobatan_standar_l+p,95.45454545
76,3.0,KAB. TRENGGALEK,meninggal_l,0.0
76,3.0,KAB. TRENGGALEK,meninggal_p,0.0
76,3.0,KAB. TRENGGALEK,meninggal_l+p,0
76,4.0,KAB. TULUNGAGUNG,col_2,32
76,4.0,KAB. TULUNGAGUNG,col_3,1119588.0
76,4.0,KAB. TULUNGAGUNG,suspek,25.0
76,4.0,KAB. TULUNGAGUNG,konfirmasi_laboratorium_mikroskopis,4.0
76,4.0,KAB. TULUNGAGUNG,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,21.0
76,4.0,KAB. TULUNGAGUNG,konfirmasi_laboratorium_total,25
76,4.0,KAB. TULUNGAGUNG,konfirmasi_laboratorium_total,100
76,4.0,KAB. TULUNGAGUNG,positif_l,13.0
76,4.0,KAB. TULUNGAGUNG,positif_p,1.0
76,4.0,KAB. TULUNGAGUNG,positif_l+p,14
76,4.0,KAB. TULUNGAGUNG,pengobatan_standar_l+p,14.0
76,4.0,KAB. TULUNGAGUNG,pengobatan_standar_l+p,100
76,4.0,KAB. TULUNGAGUNG,meninggal_l,0.0
76,4.0,KAB. TULUNGAGUNG,meninggal_p,0.0
76,4.0,KAB. TULUNGAGUNG,meninggal_l+p,0
76,5.0,KAB. BLITAR,col_2,25
76,5.0,KAB. BLITAR,col_3,1273451.0
76,5.0,KAB. BLITAR,suspek,7.0
76,5.0,KAB. BLITAR,konfirmasi_laboratorium_mikroskopis,7.0
76,5.0,KAB. BLITAR,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,0.0
76,5.0,KAB. BLITAR,konfirmasi_laboratorium_total,7
76,5.0,KAB. BLITAR,konfirmasi_laboratorium_total,100
76,5.0,KAB. BLITAR,positif_l,5.0
76,5.0,KAB. BLITAR,positif_p,2.0
76,5.0,KAB. BLITAR,positif_l+p,7
76,5.0,KAB. BLITAR,pengobatan_standar_l+p,7.0
76,5.0,KAB. BLITAR,pengobatan_standar_l+p,100
76,5.0,KAB. BLITAR,meninggal_l,0.0
76,5.0,KAB. BLITAR,meninggal_p,0.0
76,5.0,KAB. BLITAR,meninggal_l+p,0
76,6.0,KAB. KEDIRI,col_2,37
76,6.0,KAB. KEDIRI,col_3,1702262.0
76,6.0,KAB. KEDIRI,suspek,11.0
76,6.0,KAB. KEDIRI,konfirmasi_laboratorium_mikroskopis,10.0
76,6.0,KAB. KEDIRI,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,1.0
76,6.0,KAB. KEDIRI,konfirmasi_laboratorium_total,11
76,6.0,KAB. KEDIRI,konfirmasi_laboratorium_total,100
76,6.0,KAB. KEDIRI,positif_l,9.0
76,6.0,KAB. KEDIRI,positif_p,1.0
76,6.0,KAB. KEDIRI,positif_l+p,10
76,6.0,KAB. KEDIRI,pengobatan_standar_l+p,10.0
76,6.0,KAB. KEDIRI,pengobatan_standar_l+p,100
76,6.0,KAB. KEDIRI,meninggal_l,0.0
76,6.0,KAB. KEDIRI,meninggal_p,0.0
76,6.0,KAB. KEDIRI,meninggal_l+p,0
76,7.0,KAB. MALANG,col_2,39
76,7.0,KAB. MALANG,col_3,2755438.0
76,7.0,KAB. MALANG,suspek,594.0
76,7.0,KAB. MALANG,konfirmasi_laboratorium_mikroskopis,172.0
76,7.0,KAB. MALANG,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,422.0
76,7.0,KAB. MALANG,konfirmasi_laboratorium_total,594
76,7.0,KAB. MALANG,konfirmasi_laboratorium_total,100
76,7.0,KAB. MALANG,positif_l,45.0
76,7.0,KAB. MALANG,positif_p,7.0
76,7.0,KAB. MALANG,positif_l+p,52
76,7.0,KAB. MALANG,pengobatan_standar_l+p,51.0
76,7.0,KAB. MALANG,pengobatan_standar_l+p,98.07692308
76,7.0,KAB. MALANG,meninggal_l,1.0
76,7.0,KAB. MALANG,meninggal_p,0.0
76,7.0,KAB. MALANG,meninggal_l+p,1
76,8.0,KAB. LUMAJANG,col_2,25
76,8.0,KAB. LUMAJANG,col_3,1152264.0
76,8.0,KAB. LUMAJANG,suspek,83.0
76,8.0,KAB. LUMAJANG,konfirmasi_laboratorium_mikroskopis,12.0
76,8.0,KAB. LUMAJANG,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,71.0
76,8.0,KAB. LUMAJANG,konfirmasi_laboratorium_total,83
76,8.0,KAB. LUMAJANG,konfirmasi_laboratorium_total,100
76,8.0,KAB. LUMAJANG,positif_l,7.0
76,8.0,KAB. LUMAJANG,positif_p,2.0
76,8.0,KAB. LUMAJANG,positif_l+p,9
76,8.0,KAB. LUMAJANG,pengobatan_standar_l+p,9.0
76,8.0,KAB. LUMAJANG,pengobatan_standar_l+p,100
76,8.0,KAB. LUMAJANG,meninggal_l,0.0
76,8.0,KAB. LUMAJANG,meninggal_p,0.0
76,8.0,KAB. LUMAJANG,meninggal_l+p,0
76,9.0,KAB. JEMBER,col_2,50
76,9.0,KAB. JEMBER,col_3,2620135.0
76,9.0,KAB. JEMBER,suspek,708.0
76,9.0,KAB. JEMBER,konfirmasi_laboratorium_mikroskopis,24.0
76,9.0,KAB. JEMBER,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,684.0
76,9.0,KAB. JEMBER,konfirmasi_laboratorium_total,708
76,9.0,KAB. JEMBER,konfirmasi_laboratorium_total,100
76,9.0,KAB. JEMBER,positif_l,26.0
76,9.0,KAB. JEMBER,positif_p,2.0
76,9.0,KAB. JEMBER,positif_l+p,28
76,9.0,KAB. JEMBER,pengobatan_standar_l+p,28.0
76,9.0,KAB. JEMBER,pengobatan_standar_l+p,100
76,9.0,KAB. JEMBER,meninggal_l,0.0
76,9.0,KAB. JEMBER,meninggal_p,0.0
76,9.0,KAB. JEMBER,meninggal_l+p,0
76,10.0,KAB. BANYUWANGI,col_2,45
76,10.0,KAB. BANYUWANGI,col_3,1764540.0
76,10.0,KAB. BANYUWANGI,suspek,1598.0
76,10.0,KAB. BANYUWANGI,konfirmasi_laboratorium_mikroskopis,84.0
76,10.0,KAB. BANYUWANGI,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,1514.0
76,10.0,KAB. BANYUWANGI,konfirmasi_laboratorium_total,1598
76,10.0,KAB. BANYUWANGI,konfirmasi_laboratorium_total,100
76,10.0,KAB. BANYUWANGI,positif_l,8.0
76,10.0,KAB. BANYUWANGI,positif_p,7.0
76,10.0,KAB. BANYUWANGI,positif_l+p,15
76,10.0,KAB. BANYUWANGI,pengobatan_standar_l+p,15.0
76,10.0,KAB. BANYUWANGI,pengobatan_standar_l+p,100
76,10.0,KAB. BANYUWANGI,meninggal_l,1.0
76,10.0,KAB. BANYUWANGI,meninggal_p,0.0
76,10.0,KAB. BANYUWANGI,meninggal_l+p,1
76,11.0,KAB. BONDOWOSO,col_2,25
76,11.0,KAB. BONDOWOSO,col_3,796300.0
76,11.0,KAB. BONDOWOSO,suspek,8021.0
76,11.0,KAB. BONDOWOSO,konfirmasi_laboratorium_mikroskopis,5446.0
76,11.0,KAB. BONDOWOSO,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,2575.0
76,11.0,KAB. BONDOWOSO,konfirmasi_laboratorium_total,8021
76,11.0,KAB. BONDOWOSO,konfirmasi_laboratorium_total,100
76,11.0,KAB. BONDOWOSO,positif_l,12.0
76,11.0,KAB. BONDOWOSO,positif_p,1.0
76,11.0,KAB. BONDOWOSO,positif_l+p,13
76,11.0,KAB. BONDOWOSO,pengobatan_standar_l+p,13.0
76,11.0,KAB. BONDOWOSO,pengobatan_standar_l+p,100
76,11.0,KAB. BONDOWOSO,meninggal_l,0.0
76,11.0,KAB. BONDOWOSO,meninggal_p,0.0
76,11.0,KAB. BONDOWOSO,meninggal_l+p,0
76,12.0,KAB. SITUBONDO,col_2,20
76,12.0,KAB. SITUBONDO,col_3,704243.0
76,12.0,KAB. SITUBONDO,suspek,9.0
76,12.0,KAB. SITUBONDO,konfirmasi_laboratorium_mikroskopis,4.0
76,12.0,KAB. SITUBONDO,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,5.0
76,12.0,KAB. SITUBONDO,konfirmasi_laboratorium_total,9
76,12.0,KAB. SITUBONDO,konfirmasi_laboratorium_total,100
76,12.0,KAB. SITUBONDO,positif_l,2.0
76,12.0,KAB. SITUBONDO,positif_p,2.0
76,12.0,KAB. SITUBONDO,positif_l+p,4
76,12.0,KAB. SITUBONDO,pengobatan_standar_l+p,4.0
76,12.0,KAB. SITUBONDO,pengobatan_standar_l+p,100
76,12.0,KAB. SITUBONDO,meninggal_l,0.0
76,12.0,KAB. SITUBONDO,meninggal_p,0.0
76,12.0,KAB. SITUBONDO,meninggal_l+p,0
76,13.0,KAB. PROBOLINGGO,col_2,33
76,13.0,KAB. PROBOLINGGO,col_3,1193272.0
76,13.0,KAB. PROBOLINGGO,suspek,129.0
76,13.0,KAB. PROBOLINGGO,konfirmasi_laboratorium_mikroskopis,38.0
76,13.0,KAB. PROBOLINGGO,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,91.0
76,13.0,KAB. PROBOLINGGO,konfirmasi_laboratorium_total,129
76,13.0,KAB. PROBOLINGGO,konfirmasi_laboratorium_total,100
76,13.0,KAB. PROBOLINGGO,positif_l,4.0
76,13.0,KAB. PROBOLINGGO,positif_p,1.0
76,13.0,KAB. PROBOLINGGO,positif_l+p,5
76,13.0,KAB. PROBOLINGGO,pengobatan_standar_l+p,5.0
76,13.0,KAB. PROBOLINGGO,pengobatan_standar_l+p,100
76,13.0,KAB. PROBOLINGGO,meninggal_l,0.0
76,13.0,KAB. PROBOLINGGO,meninggal_p,0.0
76,13.0,KAB. PROBOLINGGO,meninggal_l+p,0
76,14.0,KAB. PASURUAN,col_2,33
76,14.0,KAB. PASURUAN,col_3,1669400.0
76,14.0,KAB. PASURUAN,suspek,297.0
76,14.0,KAB. PASURUAN,konfirmasi_laboratorium_mikroskopis,13.0
76,14.0,KAB. PASURUAN,konfirmasi_laboratorium_rapid_diagnostic_test_rdt,284.0
76,14.0,KAB. PASURUAN,konfirmasi_laboratorium_total,297
76,14.0,KAB. PASURUAN,konfirmasi_laboratorium_total,100
